id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
11664,Donald Trump,1.0,yes,1.0,Negative,0.6374,FOX News or Moderators,1.0,,lateshalynch,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,,2015-08-06 19:32:57 -0700,629480316915167232,"Atlanta, GA ",Quito
11665,Donald Trump,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,CUTigerGirl89,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,,2015-08-06 19:32:55 -0700,629480310153961472,Clemson SC,Eastern Time (US & Canada)
11666,Donald Trump,0.4444,yes,0.6667,Neutral,0.6667,None of the above,0.4444,,ecattry26,,278,,,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,,2015-08-06 19:32:55 -0700,629480308404912128,,Quito
11667,Donald Trump,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,Sheri0526,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,,2015-08-06 19:32:54 -0700,629480304093171712,Colorado,
11668,No candidate mentioned,0.4444,yes,0.6667,Negative,0.6667,LGBT issues,0.4444,,DoubleDipChip,,0,,,"Oh, we'll hear them talk about discrimination on those who discriminate others but LGBTS being discriminated is ok to them.  #GOPDebates",,2015-08-06 19:32:53 -0700,629480300205211648,,
11669,No candidate mentioned,1.0,yes,1.0,Negative,0.6667,Racial issues,0.3444,,TimothyMPate,,0,,,"Saying ""all lives matter"" should have been worth points in the #FantasyGOPDebates league. Missed opportunity there. #GOPDebates",,2015-08-06 19:32:51 -0700,629480290927296516,"Saint Paul, MN",
11670,Donald Trump,1.0,yes,1.0,Positive,0.6713,FOX News or Moderators,1.0,,RobynSChilson,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,,2015-08-06 19:32:49 -0700,629480284455596032,Pennsylvania,Atlantic Time (Canada)
11671,Chris Christie,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,4divots,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,,2015-08-06 19:32:48 -0700,629480278331756546,NV.AZ.NY.Germ.SKor.VA.UT.GA.TX,Quito
11672,John Kasich,0.6866,yes,1.0,Positive,1.0,LGBT issues,0.6866,,msgoddessrises,,0,,,He accepts my daughter. I'm so happy. A republican ACCEPTING MY CHILD! RT #GOPDebates #Kasich #Gaymarriage  https://t.co/po2AWD9qsd,,2015-08-06 19:32:47 -0700,629480276217868288,Viva Las Vegas NV.,Pacific Time (US & Canada)
11673,John Kasich,1.0,yes,1.0,Neutral,0.3526,None of the above,1.0,,tb21666,,10,,,RT @SalMasekela: Is Kasich aware that he's making sense? #GOPDebates,,2015-08-06 19:32:47 -0700,629480275131674625,Terrestrial Blue Marble,Eastern Time (US & Canada)
11674,Donald Trump,1.0,yes,1.0,Negative,0.6424,None of the above,1.0,,DiggerBLC3,,278,,,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,,2015-08-06 19:32:46 -0700,629480273260908544,,Mountain Time (US & Canada)
11675,No candidate mentioned,1.0,yes,1.0,Negative,0.6701,FOX News or Moderators,0.6701,,MustangSally47,,120,,,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,,2015-08-06 19:32:46 -0700,629480272317124608,USA,
11676,No candidate mentioned,1.0,yes,1.0,Neutral,0.6761,None of the above,1.0,,alyssa_bacon,,50,,,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,,2015-08-06 19:32:46 -0700,629480271092535296,,Eastern Time (US & Canada)
11677,Donald Trump,1.0,yes,1.0,Positive,0.3567,FOX News or Moderators,1.0,,dwill6413,,93,,,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",,2015-08-06 19:32:45 -0700,629480267154108416,,Central Time (US & Canada)
11678,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Jobs and Economy,1.0,,carmacarmeleon,,3,,,RT @racquetball54: I hate when they call Social Security an entitlement. The  government doesn't fund Social Security you and your employer…,,2015-08-06 19:32:41 -0700,629480249290457088,Land of Enchantment,
11679,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Racial issues,0.667,,averykayla,,0,,,@megynkelly just asked is black lives mattered?!? #GOPDebates #SayHerName #BlackLivesMatter,,2015-08-06 19:32:40 -0700,629480247633780738,Boston,Eastern Time (US & Canada)
11680,Ted Cruz,0.4149,yes,0.6441,Positive,0.6441,None of the above,0.4149,,Sheri0526,,38,,,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",,2015-08-06 19:32:39 -0700,629480242134958080,Colorado,
11681,John Kasich,0.6585,yes,1.0,Neutral,0.6585,LGBT issues,1.0,,Pamelajn922,,2,,,"RT @cpnote: Kacinich; ""some of my best friends are gay""#GOPDebates",,2015-08-06 19:32:39 -0700,629480241724006401,New York,
11682,Rand Paul,0.6998,yes,1.0,Negative,0.6501,Gun Control,0.6998,,tmservo433,,0,,,"Rand Paul: I don't want my marriage or guns to be registered in DC.  Now, who on this stage is packing? Im Denny Crane #GOPdebates",,2015-08-06 19:32:39 -0700,629480241073922048,,
11683,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,ConradZbikowski,,1,,,"RT @TheBeatlesRule4: ""When did you actually become a Republican?"" BOOM SHOTS FIRED AGAINST TRUMP #GOPDebates",,2015-08-06 19:32:39 -0700,629480240385953793,Minneapolis,Central Time (US & Canada)
11684,No candidate mentioned,0.6484,yes,1.0,Negative,0.6703,None of the above,1.0,,RonniRodriguez1,,7,,,RT @SpudLovr: #True Number of #Walker16 aides convicted of felonies higher than number of WI Voter Impersonation cases in past 30 yrs #wiun…,,2015-08-06 19:32:38 -0700,629480236145455104,,
11685,Donald Trump,1.0,yes,1.0,Positive,0.6705,FOX News or Moderators,0.6705,,AshleyAMunoz,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:32:35 -0700,629480226498613248,,
11686,Ted Cruz,0.6954,yes,1.0,Negative,0.3723,None of the above,1.0,,BarbofPA,,38,,,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",,2015-08-06 19:32:35 -0700,629480224678350848,"Darby,Pa",Eastern Time (US & Canada)
11687,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,0.6638,,RachMitch14,,3,,,"RT @ira: At this point, talking about 9/11 at #GOPDebates has gone on longer than ""Who is A?"" on Pretty Little Liars",,2015-08-06 19:32:33 -0700,629480217724198912,SC,Alaska
11688,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,reelthyme17,,1,,,Believe it or not I'm not getting any air...  #GOPDebates http://t.co/lIP17r5HNj,,2015-08-06 19:32:33 -0700,629480215018913792,SassyTallahassee,
11689,No candidate mentioned,0.4528,yes,0.6729,Neutral,0.3605,None of the above,0.4528,,sorrentotwin,,1,,,RT @MotorCityLib: Forget the #GOPdebates and let's talk about this Ronald Raven..,,2015-08-06 19:32:32 -0700,629480210505728000,Michigan,Eastern Time (US & Canada)
11690,John Kasich,0.3711,yes,0.6092,Positive,0.6092,,0.2381,,DeneanBanister,,1,,,RT @msgoddessrises: #Kasich I LOVE YOU!!!!!!! RT %#GOPDebates #Gaymarriage,,2015-08-06 19:32:29 -0700,629480201811021825,,
11691,John Kasich,1.0,yes,1.0,Positive,0.6739,None of the above,1.0,,SalMasekela,,10,,,Is Kasich aware that he's making sense? #GOPDebates,,2015-08-06 19:32:29 -0700,629480199634075648,The Universe,Pacific Time (US & Canada)
11692,Donald Trump,0.4181,yes,0.6466,Negative,0.336,,0.2285,,alexcain33,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:32:29 -0700,629480199344771077,Knoxville TN,Eastern Time (US & Canada)
11693,Donald Trump,1.0,yes,1.0,Positive,0.6836,None of the above,1.0,,MarlenaRodrigz,,0,,,"I know I'm tweeting too much, but I'm just tryna to get a forced invite to Trump's next wedding. #GOPDebates #GOPteen",,2015-08-06 19:32:28 -0700,629480194919788549,"New York, NY",Quito
11694,Donald Trump,1.0,yes,1.0,Negative,0.3525,None of the above,1.0,,MustangSally47,,72,,,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:32:27 -0700,629480192205950977,USA,
11695,John Kasich,1.0,yes,1.0,Neutral,0.6431,None of the above,1.0,,mitchbytes,,0,,,Did Kasich basically just say he wants 2 be VP 4 Bush??? #GOPDebates,,2015-08-06 19:32:24 -0700,629480179081965568,Philly,Quito
11696,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,0.6809,,fawn_mac,,120,,,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,,2015-08-06 19:32:23 -0700,629480173927206912,,
11697,No candidate mentioned,0.4584,yes,0.6771,Neutral,0.3438,Jobs and Economy,0.2327,,Virginia4USA,,120,,,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,,2015-08-06 19:32:21 -0700,629480165735858176,GA - #CATHOLIC #LymeDisease ,Eastern Time (US & Canada)
11698,Donald Trump,1.0,yes,1.0,Negative,0.6585,FOX News or Moderators,0.7037,,mike_datlof,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:32:21 -0700,629480165068939264,"Myrtle Beach, SC",
11699,Donald Trump,1.0,yes,1.0,Negative,0.3448,None of the above,0.6552,,azeducator,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:32:20 -0700,629480162581614592,"Phoenix, Arizona",Arizona
11700,Donald Trump,1.0,yes,1.0,Positive,1.0,FOX News or Moderators,1.0,,ares407,,93,,,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",,2015-08-06 19:32:15 -0700,629480141564047360,,
11701,Donald Trump,1.0,yes,1.0,Positive,0.6552,None of the above,0.6552,,TrumpIssues,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:32:13 -0700,629480134274211840,United States Of America,Pacific Time (US & Canada)
11702,No candidate mentioned,0.3974,yes,0.6304,Negative,0.337,,0.233,,BigBoss_Acme,,19,,,RT @BethBehrs: Classy. #GOPDebates  https://t.co/pZpyl1rdU6,,2015-08-06 19:32:12 -0700,629480129232658434,los angeles,
11703,Donald Trump,1.0,yes,1.0,Negative,0.665,FOX News or Moderators,0.7067,,EmileeMcmaster,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:32:12 -0700,629480128284749824,"Orlando , FL",
11704,Donald Trump,0.4853,yes,0.6966,Negative,0.6966,None of the above,0.4853,,laprofe63,,1,,,"RT @radmax: Trump ""often sounds like more of a Democrat than a Republican"". Stop trying to make Liberal Trump happen! We dON'T WANT HIM!!!!…",,2015-08-06 19:32:11 -0700,629480123830546432,Chicagoland #USA via #NYC ,Central Time (US & Canada)
11705,Donald Trump,1.0,yes,1.0,Neutral,0.6774,Jobs and Economy,0.6774,,GreeGreece,,1,,,RT @SandraEckersley: Bankruptcy. The Donald Trump master plan for the USA that must look appealing now to Joe Hockey &amp; Tony Abbott. #GOPDeb…,,2015-08-06 19:32:10 -0700,629480121703903232,"Brisbane, Australia",Brisbane
11706,John Kasich,1.0,yes,1.0,Positive,0.6898,LGBT issues,0.6898,,BrendanKKirby,,0,,,"Despite support for traditional marriage, @JohnKasich would accept daughter if she was gay. #GOPdebates #LZDebates",,2015-08-06 19:32:07 -0700,629480109192294400,"Mobile, AL",Central Time (US & Canada)
11707,Ted Cruz,1.0,yes,1.0,Neutral,0.6585,None of the above,0.6585,,Accolaidia,,0,,,No talking to Ted Cruz... Why? #GOPDebate #GOPDebates #TedCruz,,2015-08-06 19:32:06 -0700,629480103873921024,,
11708,Donald Trump,1.0,yes,1.0,Negative,0.6339,None of the above,0.6339,,TheBeatlesRule4,,1,,,"""When did you actually become a Republican?"" BOOM SHOTS FIRED AGAINST TRUMP #GOPDebates",,2015-08-06 19:32:05 -0700,629480099750875136,,
11709,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,0.6435,,dwill6413,,120,,,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,,2015-08-06 19:32:04 -0700,629480096169086977,,Central Time (US & Canada)
11710,Donald Trump,1.0,yes,1.0,Positive,1.0,FOX News or Moderators,1.0,,SilverBackRebel,,93,,,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",,2015-08-06 19:32:04 -0700,629480093329457152,,Central Time (US & Canada)
11711,Jeb Bush,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,MaBell45,,153,,,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,,2015-08-06 19:32:02 -0700,629480087117819904,NC,
11712,Ted Cruz,1.0,yes,1.0,Negative,0.6818,None of the above,0.6591,,BladeFyreStudio,,149,,,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",,2015-08-06 19:32:02 -0700,629480086668976129,#Vet #USN #PJNET #2A #1A #NRA,
11713,Donald Trump,1.0,yes,1.0,Positive,0.7079,None of the above,1.0,,hippership,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:32:01 -0700,629480083997114368,,Central Time (US & Canada)
11714,No candidate mentioned,0.4025,yes,0.6344,Negative,0.6344,Gun Control,0.4025,,AnyhooT2,,0,,,Hmm which chapter in the bible says we should all have guns? #GOPDebates,,2015-08-06 19:32:00 -0700,629480079802953728,"ÜT: 18.010462,-76.797232",Central Time (US & Canada)
11715,Jeb Bush,1.0,yes,1.0,Negative,0.6628,FOX News or Moderators,1.0,,BetsyGBJ9328,,153,,,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,,2015-08-06 19:32:00 -0700,629480078175531008,Pennsylvania,Atlantic Time (Canada)
11716,John Kasich,0.625,yes,1.0,Negative,0.375,None of the above,1.0,,msgoddessrises,,0,,,Told you! And he called @govsandoval ??? #Kasich2016 #GOPDebates  https://t.co/YDJeEvL31x,,2015-08-06 19:32:00 -0700,629480076690616320,Viva Las Vegas NV.,Pacific Time (US & Canada)
11717,John Kasich,1.0,yes,1.0,Positive,1.0,LGBT issues,0.6512,,edfordham,,0,,,A GOP candidate who respects all - Gov John Kaisch #SameSexMarriage #GOPDebates,,2015-08-06 19:32:00 -0700,629480076552314880,"Kilburn & W. Hampstead, NW6",Hawaii
11718,Rand Paul,0.6842,yes,1.0,Negative,0.6632,Gun Control,1.0,,averykayla,,1,,,"""There's no reason today why am American citizen should walk the streets with a loaded gun"" Ronald Reagen #RandPaul #GOPDebates",,2015-08-06 19:31:59 -0700,629480075034013696,Boston,Eastern Time (US & Canada)
11719,John Kasich,1.0,yes,1.0,Negative,0.6703,LGBT issues,1.0,,scottaxe,,1,,,RT @MHVadney: Kasich's answer on gay marriage was reasonable for someone who dislikes it. #GOPDebates,,2015-08-06 19:31:58 -0700,629480071049273344,Los Angeles ,
11720,Donald Trump,1.0,yes,1.0,Neutral,0.6437,None of the above,0.6437,,lyz_estrada,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:31:56 -0700,629480061159149568,,Central Time (US & Canada)
11721,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,Erosunique,,120,,,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,,2015-08-06 19:31:56 -0700,629480060416884736,Milan-Italy,Rome
11722,Donald Trump,1.0,yes,1.0,Positive,1.0,FOX News or Moderators,0.6809,,dudeinchicago,,93,,,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",,2015-08-06 19:31:56 -0700,629480060005797888,,
11723,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Jobs and Economy,0.3516,,fisherynation,,120,,,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,,2015-08-06 19:31:53 -0700,629480050295992320,,
11724,Ted Cruz,0.6556,yes,1.0,Positive,0.6333,None of the above,1.0,,youthpastorbry,,38,,,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",,2015-08-06 19:31:51 -0700,629480040401518593,In the Bible Belt,Central Time (US & Canada)
11725,Donald Trump,1.0,yes,1.0,Positive,0.3708,FOX News or Moderators,1.0,,Erosunique,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:31:49 -0700,629480030515666944,Milan-Italy,Rome
11726,John Kasich,0.4444,yes,0.6667,Positive,0.6667,None of the above,0.4444,,hyeyoothere,,0,,,John Kasich is the most decent one out of everyone. Good speech just now. #GOPDebates,,2015-08-06 19:31:49 -0700,629480030469492736,,Eastern Time (US & Canada)
11727,No candidate mentioned,0.405,yes,0.6364,Negative,0.3409,None of the above,0.405,,msYankeeTexan,,120,,,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,,2015-08-06 19:31:48 -0700,629480026581250049,Austin TX,
11728,No candidate mentioned,0.4038,yes,0.6354,Positive,0.3229,LGBT issues,0.4038,,BernardMcEldown,,0,,,Seems like supporting same sex marriage is actually popular with Republicans #GOPDebates,,2015-08-06 19:31:47 -0700,629480022139609090,"Bromsgrove, Worcestershire",London
11729,Donald Trump,1.0,yes,1.0,Positive,1.0,None of the above,0.6525,,Chuck1079,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:31:46 -0700,629480021149810688,"Pittsburgh, Pa.",Eastern Time (US & Canada)
11730,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Racial issues,1.0,,BlkPoliticSport,,0,,,No questions about the recent rise of Police brutality in communities of color?  Oh wait....it's the #GOPDebates,,2015-08-06 19:31:46 -0700,629480020776501248,shaolin- 36 chambers  ,Eastern Time (US & Canada)
11731,Donald Trump,1.0,yes,1.0,Neutral,0.6655,FOX News or Moderators,1.0,,budpitino,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,,2015-08-06 19:31:46 -0700,629480019857928192,,
